grant_number,hc_name,hc_type,hq_city,hq_state,hq_zip,operator_type,site_count,active_sites,county_count
H80CS08243,"COMMUNITY HEALTH CENTER OF CAPE COD, INC.",Federally Qualified Health Center (FQHC),Mashpee,MA,02649-6507,"Corporate Entity, Federal Tax Exempt",9,9,1
H80CS24099,THE REGENTS OF THE UNIVERSITY OF COLORADO,Federally Qualified Health Center (FQHC),Aurora,CO,80045-2571,U.S. Government Entity,3,3,2
LALCS00112,RURAL HEALTH ACCESS CORPORATION,Federally Qualified Health Center (FQHC) Look-Alike,CHAPMANVILLE,WV,25508,NA,6,6,1
H80CS00840,East Tennessee State University,Federally Qualified Health Center (FQHC),Johnson City,TN,37614-6598,U.S. Government Entity,5,5,2
H80CS00382,MOROVIS COMMUNITY HEALTH CENTER INC,Federally Qualified Health Center (FQHC),Morovis,PR,00687-3021,"Corporate Entity, Federal Tax Exempt",7,7,3
H80CS12849,"AXIS COMMUNITY HEALTH, INC.",Federally Qualified Health Center (FQHC),Pleasanton,CA,94588-8537,"Corporate Entity, Federal Tax Exempt",6,6,1
H80CS06656,"OCEAN HEALTH INITIATIVES, INC",Federally Qualified Health Center (FQHC),Lakewood,NJ,08701-3324,"Corporate Entity, Federal Tax Exempt",8,8,2
H80CS24107,"GENESIS COMMUNITY HEALTH, INC.",Federally Qualified Health Center (FQHC),Boynton Beach,FL,33435-5017,"Corporate Entity, Federal Tax Exempt",7,7,1
H80CS01129,"ALEUTIAN PRIBILOF ISLANDS ASSOCIATION, INC.",Federally Qualified Health Center (FQHC),Anchorage,AK,99518-1416,Other,4,4,2
H80CS24170,"Heartland Medical Clinic, Inc.",Federally Qualified Health Center (FQHC),Lawrence,KS,66044-2219,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS00805,"LINCOLN COUNTY COMMUNITY HEALTH CENTER, INCORPORATED",Federally Qualified Health Center (FQHC),Libby,MT,59923-2010,"Corporate Entity, Federal Tax Exempt",4,4,1
H80CS06660,COUNTY OF WHITESIDE,Federally Qualified Health Center (FQHC),Rock Falls,IL,61071-1005,U.S. Government Entity,4,4,1
H80CS06449,"PASADENA HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Pasadena,TX,77502-1120,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS00702,MOSES LAKE COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC),Moses Lake,WA,98837-1873,"Corporate Entity, Federal Tax Exempt",4,4,1
H80CS00127,MARTIN LUTHER KING JR FAMILY CLINIC,Federally Qualified Health Center (FQHC),Dallas,TX,75215-2321,"Corporate Entity, Federal Tax Exempt",3,3,1
LALCS40297,"Ibis Healthcare, Inc.",Federally Qualified Health Center (FQHC) Look-Alike,TAMPA,FL,33610,NA,2,2,1
H80CS24202,WILMINGTON COMMUNITY CLINIC,Federally Qualified Health Center (FQHC),Wilmington,CA,90744-4505,"Corporate Entity, Federal Tax Exempt",5,5,1
LALCS00036,HOT SPRINGS HEALTH PROGRAM INC,Federally Qualified Health Center (FQHC) Look-Alike,MARSHALL,NC,28753,NA,4,4,1
H80CS08782,FAMILY HEALTH CENTER CLARK COU,Federally Qualified Health Center (FQHC),Jeffersonville,IN,47130-3759,"Corporate Entity, Federal Tax Exempt",5,5,3
H80CS26574,ASIAN SERVICES IN ACTION INC,Federally Qualified Health Center (FQHC),Akron,OH,44304-1526,"Corporate Entity, Federal Tax Exempt",3,3,2
LALCS31625,"WHITE MEMORIAL COMMUNITY HEALTH CENTER, A CALIFORNIA NONPROFIT PUBLIC BENEFIT CORPORATION",Federally Qualified Health Center (FQHC) Look-Alike,LOS ANGELES,CA,90033,NA,6,6,1
LALCS48999,AMITY MEDICAL GROUP INC,Federally Qualified Health Center (FQHC) Look-Alike,CHARLOTTE,NC,28215,NA,6,6,2
LALCS41899,Florida Atlantic University,Federally Qualified Health Center (FQHC) Look-Alike,BOCA RATON,FL,33431,NA,4,4,1
H80CS08223,SAN BENITO HEALTH FOUNDATION,Federally Qualified Health Center (FQHC),Hollister,CA,95023-3361,"Corporate Entity, Federal Tax Exempt",2,2,1
LALCS00008,"HEALTH CENTERS DETROIT FOUNDATION, INC",Federally Qualified Health Center (FQHC) Look-Alike,DETROIT,MI,48201,NA,3,3,2
H80CS24133,MAPLE CITY HEALTH CARE CENTER,Federally Qualified Health Center (FQHC),Goshen,IN,46528-2956,"Corporate Entity, Federal Tax Exempt",6,6,1
H80CS29013,THE JEWISH RENAISSANCE FOUNDATION,Federally Qualified Health Center (FQHC),Edison,NJ,08837-3722,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS00333,"Citizens of Lake County for Health Care, Inc.",Federally Qualified Health Center (FQHC),Tiptonville,TN,38079-1678,"Corporate Entity, Federal Tax Exempt",4,4,3
H80CS35350,Kosrae Community Health Center,Federally Qualified Health Center (FQHC),Kosrae,FM,,International Organization,5,5,1
H80CS24162,OPPORTUNITIES INDUSTRIALIZATION CENTER INC,Federally Qualified Health Center (FQHC),Rocky Mount,NC,27801-3454,"Corporate Entity, Federal Tax Exempt",10,10,2
H80CS04222,VALLEY COMMUNITY HEALTHCARE,Federally Qualified Health Center (FQHC),North Hollywood,CA,91605-5162,"Corporate Entity, Federal Tax Exempt",3,3,1
LALCS32516,INNER CITY HEALTH CENTER,Federally Qualified Health Center (FQHC) Look-Alike,DENVER,CO,80205,NA,2,2,2
H80CS00662,"KENOSHA COMMUNITY HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Kenosha,WI,53144-4819,"Corporate Entity, Federal Tax Exempt",5,5,2
H80CS00874,VISITING NURSE ASSN-CENTRAL,Federally Qualified Health Center (FQHC),Asbury Park,NJ,07712-5359,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS10609,"UNIVERSITY MUSLIM MEDICAL ASSOCIATION, INC",Federally Qualified Health Center (FQHC),Los Angeles,CA,90044-6105,"Corporate Entity, Federal Tax Exempt",11,11,2
H80CS04206,ASHER COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC),Fossil,OR,97830-8371,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS26633,OWENSVILLE PRIMARY CARE INC,Federally Qualified Health Center (FQHC),West River,MD,20778-9702,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS00585,"CARING HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Springfield,MA,01103-2114,"Corporate Entity, Federal Tax Exempt",4,4,1
H80CS00861,DEBACA FAMILY PRACTICE CLINIC,Federally Qualified Health Center (FQHC),Fort Sumner,NM,88119,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS01131,"COUNCIL OF ATHABASCAN TRIBAL GOVERNMENTS, INC.",Federally Qualified Health Center (FQHC),Fort Yukon,AK,99740,Other,5,5,1
H80CS28359,"SAPPHIRE COMMUNITY HEALTH, INC",Federally Qualified Health Center (FQHC),Hamilton,MT,59840-2475,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS01138,BETHEL FAMILY CLINIC,Federally Qualified Health Center (FQHC),Bethel,AK,99559,"Corporate Entity, Federal Tax Exempt",2,2,1
LALCS52980,TOMAGWA MINISTRIES INC,Federally Qualified Health Center (FQHC) Look-Alike,TOMBALL,TX,77375,NA,1,1,1
LALCS52978,"HASC DIAGNOSTIC AND TREATMENT CENTER, INC.",Federally Qualified Health Center (FQHC) Look-Alike,BROOKLYN,NY,11220,NA,6,6,2
H80CS04224,KARUK TRIBE OF CALIFORNIA,Federally Qualified Health Center (FQHC),Happy Camp,CA,96039,Other,5,5,2
H80CS00091,CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,Federally Qualified Health Center (FQHC),Chattanooga,TN,37403-2173,U.S. Government Entity,5,5,1
H80CS24173,FLORIDA DEPARTMENT OF HEALTH,Federally Qualified Health Center (FQHC),Tallahassee,FL,32399-0001,U.S. Government Entity,2,2,2
H80CS28371,SOUTHLAND INTEGRATED SERVICES INC,Federally Qualified Health Center (FQHC),Garden Grove,CA,92841-2711,"Corporate Entity, Federal Tax Exempt",2,2,1
H80CS00175,BLUE RIDGE HEALTH CENTER INC.,Federally Qualified Health Center (FQHC),Arrington,VA,22922-2302,"Corporate Entity, Federal Tax Exempt",9,9,3
H80CS26599,KODIAK AREA NATIVE ASSOCIATION,Federally Qualified Health Center (FQHC),Kodiak,AK,99615-6952,Other,8,8,1
H80CS00518,"CARBON MEDICAL SERVICE ASSOCIATION, INCORPORATED",Federally Qualified Health Center (FQHC),East Carbon,UT,84520-7726,"Corporate Entity, Federal Tax Exempt",4,4,1
H80CS00608,"Kuumba Community Health & Wellness Center, Inc.",Federally Qualified Health Center (FQHC),Roanoke,VA,24017-2716,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS01127,MANIILAQ ASSOCIATION,Federally Qualified Health Center (FQHC),Kotzebue,AK,99752-0079,"Corporate Entity, Federal Tax Exempt",13,13,2
H80CS04216,SALINA HEALTH EDUCATION FOUNDATION INC,Federally Qualified Health Center (FQHC),Salina,KS,67401-7408,"Corporate Entity, Federal Tax Exempt",4,4,1
H80CS00596,"BROWARD COMMUNITY AND FAMILY HEALTH CENTERS, INC.",Federally Qualified Health Center (FQHC),Hollywood,FL,33021-6557,"Corporate Entity, Federal Tax Exempt",6,6,1
H80CS00253,Central Jersey Medical Center Inc.,Federally Qualified Health Center (FQHC),Perth Amboy,NJ,08861-3396,"Corporate Entity, Federal Tax Exempt",6,6,2
H80CS00219,CITY OF SIOUX FALLS,Federally Qualified Health Center (FQHC),Sioux Falls,SD,57104-6407,U.S. Government Entity,5,5,1
H80CS01134,BRISTOL BAY BOROUGH OF,Federally Qualified Health Center (FQHC),Naknek,AK,99633-0030,U.S. Government Entity,3,3,1
H80CS00023,Hamilton County of,Federally Qualified Health Center (FQHC),Chattanooga,TN,37403-2165,U.S. Government Entity,2,2,1
H80CS28958,"TRI-MED FAMILY CARE, INC.",Federally Qualified Health Center (FQHC),Ringgold,GA,30736-2804,"Corporate Entity, Federal Tax Exempt",2,2,1
LALCS46445,MUSLIM COMMUNITY AND HEALTH CENTER OF WISCONSIN INC.,Federally Qualified Health Center (FQHC) Look-Alike,MILWAUKEE,WI,53221,NA,1,1,1
H80CS00496,SAWTOOTH MOUNTAIN CLINIC,Federally Qualified Health Center (FQHC),Grand Marais,MN,55604,"Corporate Entity, Federal Tax Exempt",4,4,1
H80CS26596,"OCRACOKE HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Ocracoke,NC,27960-1007,"Corporate Entity, Federal Tax Exempt",4,4,2
H80CS12887,ARKANSAS VERDIGRIS VALLEY HEAL,Federally Qualified Health Center (FQHC),Porter,OK,74454-1015,"Corporate Entity, Federal Tax Exempt",6,6,2
LALCS31653,WHITE MOUNTAIN COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC) Look-Alike,CONWAY,NH,03818,NA,1,1,1
H80CS29020,COMPASS COMMUNITY HEALTH,Federally Qualified Health Center (FQHC),Portsmouth,OH,45662-4526,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS08738,COVENANT COMMUNITY CARE INC,Federally Qualified Health Center (FQHC),Detroit,MI,48216-2200,"Corporate Entity, Federal Tax Exempt",7,7,1
LALCS00038,"KNOX/WINAMAC COMMUNITY HEALTH CENTERS, INC.",Federally Qualified Health Center (FQHC) Look-Alike,KNOX,IN,46534,NA,2,2,1
H80CS00381,Equity Health,Federally Qualified Health Center (FQHC),San Francisco,CA,94103-4003,"Corporate Entity, Federal Tax Exempt",5,5,1
LALCS46121,BLACK CANYON COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC) Look-Alike,BLACK CANYON CITY,AZ,85324,NA,2,2,1
LALCS49096,"HUDSON VALLEY REGIONAL COMMUNITY HEALTH CENTERS, INC",Federally Qualified Health Center (FQHC) Look-Alike,BREWSTER,NY,10509,NA,2,2,2
LALCS49540,ANPHON CORPORATION,Federally Qualified Health Center (FQHC) Look-Alike,INGLEWOOD,CA,90301,NA,2,2,1
H80CS22679,"ELAINE ELLIS CENTER OF HEALTH, INC",Federally Qualified Health Center (FQHC),Washington,DC,20019-2010,"Corporate Entity, Federal Tax Exempt",3,3,2
H80CS33793,"A+ FAMILY HEALTHCARE, LLC",Federally Qualified Health Center (FQHC),Brownsville,KY,42210-9001,"Corporate Entity, Federal Tax Exempt",9,9,3
H80CS29834,PROMISE HEALTHCARE,Federally Qualified Health Center (FQHC),Champaign,IL,61820-2101,"Corporate Entity, Federal Tax Exempt",7,7,1
H80CS12855,MONMOUTH FAMILY HEALTH CENTER,Federally Qualified Health Center (FQHC),Long Branch,NJ,07740-7027,"Corporate Entity, Federal Tax Exempt",3,3,1
LALCS32749,"DE NOVO HEALTH CARE, INC",Federally Qualified Health Center (FQHC) Look-Alike,EAST RANCHO DOMINGUEZ,CA,90221,NA,1,1,1
H80CS00601,"HILLTOWN COMMUNITY HEALTH CENTERS, INC.",Federally Qualified Health Center (FQHC),Worthington,MA,01098-9708,"Corporate Entity, Federal Tax Exempt",4,4,1
H80CS00329,COMMUNITY ACTION PARTNERSHIP OF WESTERN NEBRASKA,Federally Qualified Health Center (FQHC),Gering,NE,69341-1700,"Corporate Entity, Federal Tax Exempt",3,3,2
H80CS00644,"ENTERPRISE VALLEY MEDICAL CLINIC, INC",Federally Qualified Health Center (FQHC),Enterprise,UT,84725,"Corporate Entity, Federal Tax Exempt",1,1,1
H80CS26631,LA CASA DE SALUD INC,Federally Qualified Health Center (FQHC),Bronx,NY,10459-3270,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS24143,UNITED HEALTH CENTERS,Federally Qualified Health Center (FQHC),Winston Salem,NC,27107-1634,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS28983,American Indian Health & Services Corporation,Federally Qualified Health Center (FQHC),Santa Barbara,CA,93105-3328,"Corporate Entity, Federal Tax Exempt",3,3,1
LALCS00084,CITY OF PHILADELPHIA,Federally Qualified Health Center (FQHC) Look-Alike,Philadelphia,PA,19107,NA,3,3,1
H80CS26622,"NHAN HOA COMPREHENSIVE HEALTH CARE CLINIC, INC.",Federally Qualified Health Center (FQHC),Garden Grove,CA,92841-4200,"Corporate Entity, Federal Tax Exempt",2,2,1
H80CS06644,"ESPERANZA HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Philadelphia,PA,19140-2396,"Corporate Entity, Federal Tax Exempt",4,4,1
H80CS00470,GEORGIA HIGHLANDS MEDICAL SERVICE INC,Federally Qualified Health Center (FQHC),Cumming,GA,30040-2467,"Corporate Entity, Federal Tax Exempt",8,8,5
H80CS02468,GOVERNMENT OF GUAM- DEPARTMENT OF ADMINISTRATION,Federally Qualified Health Center (FQHC),Tamuning,GU,96913,U.S. Government Entity,2,2,1
H80CS01451,GLACIER COMMUNITY HEALTH CENTER INC,Federally Qualified Health Center (FQHC),Cut Bank,MT,59427-3015,"Corporate Entity, Federal Tax Exempt",4,4,1
H80CS01137,"ILIULIUK FAMILY AND HEALTH SERVICES, INC.",Federally Qualified Health Center (FQHC),Unalaska,AK,99685,"Corporate Entity, Federal Tax Exempt",1,1,1
H80CS26585,"Community Health Center of Northeast Oklahoma, Inc.",Federally Qualified Health Center (FQHC),Afton,OK,74331,"Corporate Entity, Federal Tax Exempt",5,5,3
H80CS00013,UNDER 21,Federally Qualified Health Center (FQHC),New York,NY,10036-6801,"Corporate Entity, Federal Tax Exempt",1,1,1
H80CS00126,"REGENCE HEALTH NETWORK, INC.",Federally Qualified Health Center (FQHC),Plainview,TX,79072-6737,"Corporate Entity, Federal Tax Exempt",5,5,4
H80CS08746,"UNITED CEREBRAL PALSY ASSOCIATION OF THE NORTH COUNTRY, INC.",Federally Qualified Health Center (FQHC),Canton,NY,13617-3739,"Corporate Entity, Federal Tax Exempt",4,4,2
H80CS00432,"NORTHEAST MISSISSIPPI HEALTH CARE, INC.",Federally Qualified Health Center (FQHC),Byhalia,MS,38611-7000,"Corporate Entity, Federal Tax Exempt",6,6,2
H80CS00111,Heartland Alliance Health,Federally Qualified Health Center (FQHC),Chicago,IL,60640-5034,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS33655,"THE OSBORN FAMILY HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Camden,NJ,08103-3191,"Corporate Entity, Federal Tax Exempt",1,1,1
H80CS01136,SELDOVIA VILLAGE TRIBE,Federally Qualified Health Center (FQHC),Seldovia,AK,99663-0250,Other,4,4,1
H80CS00482,CLAIBORNE COUNTY FAMILY HEALTH C,Federally Qualified Health Center (FQHC),Port Gibson,MS,39150-4262,U.S. Government Entity,4,4,1
H80CS12868,LAKEWOOD RESOURCE & REFERRAL CENTER,Federally Qualified Health Center (FQHC),Lakewood,NJ,08701-3425,"Corporate Entity, Federal Tax Exempt",6,6,1
H80CS00290,HANA HEALTH,Federally Qualified Health Center (FQHC),Hana,HI,96713,"Corporate Entity, Federal Tax Exempt",2,2,1
H80CS04191,YORK COUNTY COMMUNITY ACTION CORPORATION,Federally Qualified Health Center (FQHC),Sanford,ME,04073-2917,"Corporate Entity, Federal Tax Exempt",3,3,1
LALCS54788,"VALLEY OAKS HEALTH, INC",Federally Qualified Health Center (FQHC) Look-Alike,LAFAYETTE,IN,47904,NA,2,2,1
H80CS06645,SAYRE HEALTH CENTER,Federally Qualified Health Center (FQHC),Philadelphia,PA,19139-3898,"Corporate Entity, Federal Tax Exempt",2,2,1
H80CS24174,"RURAL HEALTH NETWORK OF MONROE COUNTY, FLORIDA, INC.",Federally Qualified Health Center (FQHC),Key West,FL,33040-4564,"Corporate Entity, Federal Tax Exempt",4,4,1
H80CS00211,CROSS TRAILS MEDICAL CENTER,Federally Qualified Health Center (FQHC),Cape Girardeau,MO,63703-5725,"Corporate Entity, Federal Tax Exempt",5,5,4
LALCS40206,JAMHI HEALTH & WELLNESS INC,Federally Qualified Health Center (FQHC) Look-Alike,JUNEAU,AK,99801,NA,1,1,1
LALCS40176,INFANT WELFARE SOCIETY OF CHICAGO,Federally Qualified Health Center (FQHC) Look-Alike,CHICAGO,IL,60647,NA,2,2,1
H80CS26609,RITTER CENTER,Federally Qualified Health Center (FQHC),San Rafael,CA,94901-3323,"Corporate Entity, Federal Tax Exempt",4,4,1
LALCS54728,MIDWEST REFUAH HEALTH CENTER,Federally Qualified Health Center (FQHC) Look-Alike,CHICAGO,IL,60659,NA,2,2,1
H80CS26578,"WOOD, COUNTY OF",Federally Qualified Health Center (FQHC),Bowling Green,OH,43402-9173,U.S. Government Entity,1,1,1
LALCS52964,BEVERLY COMMUNITY CLINIC,Federally Qualified Health Center (FQHC) Look-Alike,LOS ANGELES,CA,90057,NA,3,3,1
LALCS53136,ZEPF CENTER,Federally Qualified Health Center (FQHC) Look-Alike,TOLEDO,OH,43617,NA,2,2,1
H80CS00272,COMMUNITY HEALTH CENTERS OF SOUTHEASTERN IOWA INC,Federally Qualified Health Center (FQHC),West Burlington,IA,52655-1667,"Corporate Entity, Federal Tax Exempt",4,4,3
H80CS29026,GERALD L IGNACE INDIAN HEALTH CENTER INC,Federally Qualified Health Center (FQHC),Milwaukee,WI,53204-3578,"Corporate Entity, Federal Tax Exempt",1,1,1
H80CS26516,FREE CLINIC OF NEW RIVER VALLEY INC,Federally Qualified Health Center (FQHC),Christiansburg,VA,24073-3025,"Corporate Entity, Federal Tax Exempt",6,6,3
H80CS12878,BELINGTON COMMUNITY MEDICAL SERVICES ASSOCIATION,Federally Qualified Health Center (FQHC),Belington,WV,26250-7403,"Corporate Entity, Federal Tax Exempt",4,4,1
H80CS26621,LOS ANGELES LGBT CENTER,Federally Qualified Health Center (FQHC),Los Angeles,CA,90038-1213,"Corporate Entity, Federal Tax Exempt",6,6,1
H80CS31624,"KAGMAN COMMUNITY HEALTH CENTER, INC",Federally Qualified Health Center (FQHC),Saipan,MP,96950,"Corporate Entity, Federal Tax Exempt",4,4,2
H80CS02330,FRIENDS OF THE COMMUNITY ACTION PARTNERSHIP OF NATRONA COUNTY,Federally Qualified Health Center (FQHC),Casper,WY,82601-1336,U.S. Government Entity,4,4,1
H80CS00535,SIOUXLAND COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC),Sioux City,IA,51105-1436,"Corporate Entity, Federal Tax Exempt",4,4,2
H80CS11300,"Dothouse Health, Inc",Federally Qualified Health Center (FQHC),Dorchester,MA,02122-2987,"Corporate Entity, Federal Tax Exempt",1,1,1
H80CS08226,EASTERN IOWA HEALTH CENTER,Federally Qualified Health Center (FQHC),Cedar Rapids,IA,52403-4009,"Corporate Entity, Federal Tax Exempt",6,6,2
H80CS00067,"PARK WEST HEALTH SYSTEMS, INCORPORATED",Federally Qualified Health Center (FQHC),Baltimore,MD,21215-5143,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS00475,"SCHENECTADY FAMILY HEALTH SERVICES, INC.",Federally Qualified Health Center (FQHC),Schenectady,NY,12307-1508,"Corporate Entity, Federal Tax Exempt",5,5,2
H80CS00335,PROTEUS INC.,Federally Qualified Health Center (FQHC),Des Moines,IA,50309-1014,"Corporate Entity, Federal Tax Exempt",3,3,3
H80CS12854,HEALTHCORE CLINIC INC,Federally Qualified Health Center (FQHC),Wichita,KS,67214-2249,"Corporate Entity, Federal Tax Exempt",2,2,1
H80CS00885,SCHOOL HEALTH CLINICS OF SANTA CLARA COUNTY,Federally Qualified Health Center (FQHC),San Jose,CA,95119-1342,Partnership,6,6,1
LALCS32517,"ALLIANCE FAMILY HEALTH CENTER, INC",Federally Qualified Health Center (FQHC) Look-Alike,ALLIANCE,OH,44601,NA,1,1,1
H80CS02454,"FAMILY HEALTH CENTER OF SOUTHERN OKLAHOMA, INC.",Federally Qualified Health Center (FQHC),Tishomingo,OK,73460-3245,"Corporate Entity, Federal Tax Exempt",5,5,4
H80CS00857,"WALNUT STREET COMMUNITY HEALTH CENTER, INC",Federally Qualified Health Center (FQHC),Hagerstown,MD,21740-5745,"Corporate Entity, Federal Tax Exempt",5,5,1
LALCS46446,IRONBOUND COMMUNITY HEALTH CENTER INC.,Federally Qualified Health Center (FQHC) Look-Alike,Newark,NJ,07104,NA,2,2,1
H80CS08219,"Bullhook Community Health Center, Inc.",Federally Qualified Health Center (FQHC),Havre,MT,59501-3649,"Corporate Entity, Federal Tax Exempt",2,2,1
LALCS00041,"GREATER FRESNO HEALTH ORGANIZATION, INC.",Federally Qualified Health Center (FQHC) Look-Alike,FRESNO,CA,93727,NA,3,3,1
LALCS54747,SO-CAL COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC) Look-Alike,ARLETA,CA,91331,NA,2,2,1
H80CS26577,TALBERT HOUSE HEALTH CENTER D/B/A CENTERPOINT HEALTH,Federally Qualified Health Center (FQHC),Franklin,OH,45005-1900,"Corporate Entity, Federal Tax Exempt",4,4,2
H80CS28979,THE DAVIS STREET COMMUNITY CENTER INCORPORATED,Federally Qualified Health Center (FQHC),San Leandro,CA,94577-5720,"Corporate Entity, Federal Tax Exempt",1,1,1
H80CS00513,"OUTPATIENT MEDICAL CENTER, INC.",Federally Qualified Health Center (FQHC),Natchitoches,LA,71457-4278,"Corporate Entity, Federal Tax Exempt",4,4,3
LALCS00045,Sharon Community Health Center,Federally Qualified Health Center (FQHC) Look-Alike,SHARON,PA,16146,NA,3,3,1
H80CS24109,HOPE FAMILY HEALTH SERVICES,Federally Qualified Health Center (FQHC),Westmoreland,TN,37186-5032,"Corporate Entity, Federal Tax Exempt",4,4,2
